folio,fecha,hora_inicio,hora_fin,duracion_min,encuestador_id,encuestador_nombre,seccion,satisfaccion_amlo,satisfaccion_cs,programas_bienestar,sabia_designacion,conoce_ivan,opinion_ivan,cercania_ivan,representa_4t,intencion_voto,descripcion_ivan,prioridad_gobernador,edad,sexo,nivel_educativo,recibe_bienestar
IGU-0878,2025-06-03,10:02,10:15,13.7,E48,Norma Estrada,1549,Satisfecho,Satisfecho,Poco,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,"Sí, totalmente",No,Es un operador del gobierno federal,Seguridad,19,Mujer,Preparatoria,No
IGU-0879,2025-06-03,10:23,10:36,13.0,E48,Norma Estrada,1508,Muy satisfecho,Muy satisfecho,Poco,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,No sabe / No contesta,Probablemente no,Es una persona de trabajo y territorio,Educación,68,Mujer,Primaria,Sí
IGU-0880,2025-06-03,10:37,10:53,16.6,E48,Norma Estrada,1508,Satisfecho,Satisfecho,Algo,No lo sabía y no me interesa,Sí,No sabe / No contesta,Poco cercano,No sabe / No contesta,No sabe / No contesta,No lo conozco bien,Empleo / economía,47,Hombre,Preparatoria,Sí
IGU-0881,2025-06-03,13:52,14:12,20.6,E48,Norma Estrada,1537,Satisfecho,Insatisfecho,Nada,"No lo sabía, pero me parece bien",Sí,Buena,No sabe / No contesta,No sabe / No contesta,No sabe / No contesta,Es una persona de trabajo y territorio,Educación,56,Mujer,Universidad,Sí
IGU-0882,2025-06-03,13:42,13:53,11.4,E48,Norma Estrada,1508,Regular,Satisfecho,Algo,"Sí, lo sabía",No,No aplica,No sabe / No contesta,En parte,Probablemente sí,No lo conozco bien,Seguridad,72,Hombre,Universidad,No
IGU-0883,2025-06-03,15:57,16:08,11.5,E48,Norma Estrada,1508,Satisfecho,Muy satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Seguridad,19,Hombre,Secundaria,Sí
IGU-0884,2025-06-03,14:08,14:24,16.1,E48,Norma Estrada,1497,Satisfecho,Muy satisfecho,Mucho,No sabe / No contesta,No,No aplica,Poco cercano,En parte,"Sí, con seguridad",Es un operador del gobierno federal,Programas sociales,23,Hombre,Secundaria,No
IGU-0885,2025-06-03,16:19,16:34,15.0,E48,Norma Estrada,1508,Muy satisfecho,Regular,Nada,No sabe / No contesta,No,No aplica,Algo cercano,No sabe / No contesta,Probablemente no,Es una persona de trabajo y territorio,Empleo / economía,20,Hombre,Universidad,Sí
IGU-0886,2025-06-03,09:48,10:06,18.5,E14,Manuel Ortega,1485,Insatisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Buena,Algo cercano,En parte,Probablemente sí,Es un operador del gobierno federal,Empleo / economía,68,Hombre,Secundaria,Sí
IGU-0887,2025-06-03,09:53,10:07,14.8,E14,Manuel Ortega,1485,Satisfecho,Muy satisfecho,Mucho,No lo sabía y no me interesa,No,No aplica,Muy cercano,No sabe / No contesta,No sabe / No contesta,Es un operador del gobierno federal,Infraestructura,18,Mujer,Universidad,Sí
IGU-0888,2025-06-03,13:12,13:23,11.9,E14,Manuel Ortega,1485,Satisfecho,Muy satisfecho,Mucho,No lo sabía y no me interesa,No,No aplica,Muy cercano,En parte,Probablemente sí,Es un operador del gobierno federal,Programas sociales,55,Hombre,Secundaria,No
IGU-0889,2025-06-03,14:09,14:23,14.8,E14,Manuel Ortega,1533,Satisfecho,Insatisfecho,Algo,"Sí, lo sabía",Sí,Buena,Muy cercano,"Sí, totalmente",Probablemente no,Es una persona de trabajo y territorio,Programas sociales,26,Mujer,Secundaria,Sí
IGU-0890,2025-06-03,10:08,10:24,16.3,E14,Manuel Ortega,1489,Insatisfecho,Muy satisfecho,Mucho,"Sí, lo sabía",No,No aplica,Muy cercano,"Sí, totalmente",No,Es un operador del gobierno federal,Empleo / economía,46,Hombre,Preparatoria,No
IGU-0891,2025-06-03,12:30,12:45,15.5,E14,Manuel Ortega,1485,Satisfecho,Satisfecho,Mucho,No lo sabía y no me interesa,Sí,Mala,Muy cercano,En parte,"Sí, con seguridad",No lo conozco bien,Salud,33,Hombre,Universidad,Sí
IGU-0892,2025-06-03,10:21,10:35,14.5,E14,Manuel Ortega,1485,Muy satisfecho,Regular,Mucho,"No lo sabía, pero me parece bien",Sí,Buena,Algo cercano,No sabe / No contesta,"Sí, con seguridad",Es una persona de trabajo y territorio,Empleo / economía,18,Hombre,Universidad,Sí
IGU-0893,2025-06-03,10:54,11:10,16.2,E14,Manuel Ortega,1485,Satisfecho,Regular,Mucho,"No lo sabía, pero me parece bien",Sí,Buena,Muy cercano,"Sí, totalmente",No sabe / No contesta,Es una persona de trabajo y territorio,Seguridad,49,Hombre,Posgrado,Sí
IGU-0894,2025-06-03,11:17,11:33,16.5,E14,Manuel Ortega,1485,Regular,Satisfecho,Algo,"Sí, lo sabía",Sí,Regular,Poco cercano,No,"Sí, con seguridad",Es un operador del gobierno federal,Salud,33,Mujer,Secundaria,Sí
IGU-0895,2025-06-03,16:18,16:35,17.1,E14,Manuel Ortega,1485,Satisfecho,Regular,Algo,"Sí, lo sabía",No,No aplica,Algo cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Educación,67,Mujer,Preparatoria,Sí
IGU-0896,2025-06-03,15:09,15:23,14.9,E14,Manuel Ortega,1493,Regular,Muy satisfecho,Poco,"No lo sabía, pero me parece bien",No,No aplica,Poco cercano,No,No sabe / No contesta,Es un operador del gobierno federal,Empleo / economía,42,Hombre,Secundaria,Sí
IGU-0897,2025-06-03,13:32,13:44,12.5,E44,Lorena Ibarra,1505,Muy satisfecho,Muy satisfecho,Nada,"Sí, lo sabía",No,No aplica,Muy cercano,En parte,"Sí, con seguridad",Es un operador del gobierno federal,Seguridad,47,Hombre,Posgrado,Sí
IGU-0898,2025-06-03,12:45,12:58,13.4,E44,Lorena Ibarra,1505,Regular,Muy satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,"Sí, totalmente",Probablemente no,Es una persona de trabajo y territorio,Seguridad,55,Mujer,Universidad,Sí
IGU-0899,2025-06-03,09:47,10:03,16.6,E44,Lorena Ibarra,1505,Regular,Regular,Algo,"No lo sabía, pero me parece bien",No,No aplica,Poco cercano,"Sí, totalmente",No,Es un operador del gobierno federal,Programas sociales,62,Mujer,Universidad,Sí
IGU-0900,2025-06-03,16:34,16:44,10.5,E44,Lorena Ibarra,1505,Muy satisfecho,Muy satisfecho,Algo,No sabe / No contesta,No,No aplica,Algo cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,62,Hombre,Preparatoria,No
IGU-0901,2025-06-03,10:38,10:52,14.1,E44,Lorena Ibarra,1505,Muy satisfecho,Muy satisfecho,Algo,No lo sabía y no me interesa,No,No aplica,Muy cercano,"Sí, totalmente","Sí, con seguridad",Es un operador del gobierno federal,Programas sociales,32,Mujer,Primaria,No
IGU-0902,2025-06-03,15:27,15:38,11.8,E44,Lorena Ibarra,1505,Regular,Muy satisfecho,Algo,"Sí, lo sabía",Sí,Muy buena,No sabe / No contesta,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Empleo / economía,61,Mujer,Secundaria,Sí
IGU-0903,2025-06-03,10:57,11:10,13.1,E13,Raúl Herrera,1533,Satisfecho,Muy satisfecho,Algo,No lo sabía y no me interesa,Sí,Mala,Algo cercano,No sabe / No contesta,Probablemente no,No tengo una opinión clara,Programas sociales,39,Mujer,Secundaria,No
IGU-0904,2025-06-03,12:49,13:05,16.8,E13,Raúl Herrera,1560,Satisfecho,Satisfecho,Poco,"Sí, lo sabía",No,No aplica,Algo cercano,"Sí, totalmente",No,No lo conozco bien,Seguridad,43,Hombre,Universidad,Sí
IGU-0905,2025-06-03,14:55,15:08,13.6,E13,Raúl Herrera,1555,Muy satisfecho,Muy satisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Mala,Algo cercano,En parte,Probablemente no,No lo conozco bien,Educación,21,Mujer,Preparatoria,Sí
IGU-0906,2025-06-03,14:10,14:23,13.1,E13,Raúl Herrera,1486,Satisfecho,Muy satisfecho,Algo,"Sí, lo sabía",No,No aplica,Algo cercano,"Sí, totalmente",Probablemente sí,Es un operador del gobierno federal,Educación,20,Hombre,Universidad,Sí
IGU-0907,2025-06-03,14:25,14:33,8.9,E13,Raúl Herrera,1560,Muy satisfecho,Muy satisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Regular,Muy cercano,No,Probablemente sí,No lo conozco bien,Infraestructura,39,Hombre,Universidad,No
IGU-0908,2025-06-03,16:21,16:36,15.2,E13,Raúl Herrera,1560,Regular,Muy satisfecho,Mucho,No lo sabía y no me interesa,No,No aplica,Poco cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Salud,24,Hombre,Universidad,No
IGU-0909,2025-06-03,14:09,14:23,14.9,E13,Raúl Herrera,1561,Muy satisfecho,Muy satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,No sabe / No contesta,Probablemente no,No lo conozco bien,Seguridad,23,Mujer,Primaria,No
IGU-0910,2025-06-03,13:27,13:46,19.5,E13,Raúl Herrera,1560,Insatisfecho,Muy satisfecho,Mucho,No lo sabía y no me interesa,Sí,Buena,Poco cercano,En parte,Probablemente sí,Es un operador del gobierno federal,Empleo / economía,20,Mujer,Primaria,Sí
IGU-0911,2025-06-03,12:05,12:17,12.1,E53,Leticia Vásquez,1541,Regular,Muy satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Muy buena,Algo cercano,No,Probablemente no,No tengo una opinión clara,Empleo / economía,21,Hombre,Universidad,No
IGU-0912,2025-06-03,15:05,15:18,13.7,E53,Leticia Vásquez,1541,Muy satisfecho,Satisfecho,Algo,"Sí, lo sabía",Sí,Regular,Poco cercano,En parte,Probablemente sí,No tengo una opinión clara,Educación,67,Mujer,Universidad,No
IGU-0913,2025-06-03,15:50,16:03,13.7,E53,Leticia Vásquez,1488,Muy satisfecho,Muy satisfecho,Mucho,No lo sabía y no me interesa,Sí,Muy buena,Algo cercano,En parte,"Sí, con seguridad",No lo conozco bien,Seguridad,72,Mujer,Preparatoria,Sí
IGU-0914,2025-06-03,10:39,10:56,17.7,E53,Leticia Vásquez,1541,Satisfecho,Regular,Algo,"Sí, lo sabía",Sí,Buena,Muy cercano,"Sí, totalmente",No,No lo conozco bien,Seguridad,28,Mujer,Preparatoria,No
IGU-0915,2025-06-03,09:10,09:22,12.7,E53,Leticia Vásquez,1541,Muy satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Regular,Algo cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Seguridad,73,Hombre,Secundaria,No
IGU-0916,2025-06-03,15:24,15:37,13.8,E53,Leticia Vásquez,1541,Satisfecho,Muy satisfecho,Poco,"Sí, lo sabía",Sí,Regular,Poco cercano,En parte,Probablemente no,Es una persona de trabajo y territorio,Seguridad,73,Mujer,Primaria,Sí
IGU-0917,2025-06-03,11:23,11:37,14.8,E53,Leticia Vásquez,1541,Regular,Satisfecho,Nada,"No lo sabía, pero me parece bien",Sí,No sabe / No contesta,Muy cercano,"Sí, totalmente","Sí, con seguridad",Es una persona de trabajo y territorio,Programas sociales,51,Hombre,Posgrado,Sí
IGU-0918,2025-06-03,16:05,16:18,13.6,E53,Leticia Vásquez,1541,Satisfecho,Satisfecho,Mucho,"Sí, lo sabía",No,No aplica,Poco cercano,No sabe / No contesta,Probablemente sí,Es una persona de trabajo y territorio,Seguridad,66,Mujer,Secundaria,Sí
IGU-0919,2025-06-03,10:02,10:13,11.7,E53,Leticia Vásquez,1541,Satisfecho,Muy satisfecho,Mucho,"Sí, lo sabía",No,No aplica,Muy cercano,En parte,Probablemente no,No lo conozco bien,Educación,52,Hombre,Posgrado,Sí
IGU-0920,2025-06-03,14:29,14:42,13.6,E06,Roberto Guzmán,1552,Muy satisfecho,Muy satisfecho,Poco,No sabe / No contesta,Sí,Regular,No sabe / No contesta,No sabe / No contesta,Probablemente no,Es un operador del gobierno federal,Educación,38,Otro,Primaria,No
IGU-0921,2025-06-03,15:08,15:24,16.2,E06,Roberto Guzmán,1552,Regular,Regular,Mucho,"Sí, lo sabía",No,No aplica,No sabe / No contesta,No sabe / No contesta,"Sí, con seguridad",Es una persona de trabajo y territorio,Educación,25,Mujer,Universidad,Sí
IGU-0922,2025-06-03,14:26,14:35,9.9,E06,Roberto Guzmán,1528,Regular,Muy satisfecho,Mucho,No sabe / No contesta,Sí,Muy buena,Poco cercano,En parte,"Sí, con seguridad",No lo conozco bien,Seguridad,41,Mujer,Secundaria,No
IGU-0923,2025-06-03,10:03,10:16,13.4,E06,Roberto Guzmán,1558,Regular,Satisfecho,Algo,"Sí, lo sabía",Sí,Buena,Algo cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Seguridad,44,Hombre,Universidad,Sí
IGU-0924,2025-06-03,10:15,10:25,10.9,E06,Roberto Guzmán,1552,Muy satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,No sabe / No contesta,No,No lo conozco bien,Seguridad,51,Mujer,Universidad,Sí
IGU-0925,2025-06-03,15:45,16:01,16.6,E06,Roberto Guzmán,1552,Muy satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Regular,Muy cercano,No,"Sí, con seguridad",Es una persona de trabajo y territorio,Educación,19,Mujer,Universidad,No
IGU-0926,2025-06-03,12:23,12:31,8.4,E06,Roberto Guzmán,1506,Regular,Muy satisfecho,Poco,"Sí, lo sabía",Sí,Muy buena,Algo cercano,En parte,No,Es una persona de trabajo y territorio,Seguridad,31,Hombre,Secundaria,Sí
IGU-0927,2025-06-04,12:08,12:19,11.3,E33,Laura Torres,1500,Insatisfecho,Satisfecho,Mucho,"Sí, lo sabía",Sí,Regular,No sabe / No contesta,No,Probablemente sí,Es una persona de trabajo y territorio,Educación,43,Mujer,Preparatoria,No
IGU-0928,2025-06-04,13:53,14:07,14.1,E33,Laura Torres,1500,Regular,Regular,Algo,No lo sabía y no me interesa,No,No aplica,Poco cercano,No,No,No lo conozco bien,Educación,72,Hombre,Universidad,Sí
IGU-0929,2025-06-04,12:16,12:33,17.7,E33,Laura Torres,1500,Satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Buena,Poco cercano,No sabe / No contesta,Probablemente no,No lo conozco bien,Educación,29,Mujer,Primaria,No
IGU-0930,2025-06-04,15:39,15:51,12.8,E33,Laura Torres,1500,Muy satisfecho,Insatisfecho,Algo,"No lo sabía, pero me parece bien",Sí,No sabe / No contesta,Algo cercano,No,No sabe / No contesta,Es un operador del gobierno federal,Empleo / economía,25,Hombre,Secundaria,No
IGU-0931,2025-06-04,10:50,11:01,11.3,E33,Laura Torres,1500,Muy satisfecho,Insatisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Buena,Poco cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Salud,26,Mujer,Preparatoria,Sí
IGU-0932,2025-06-04,09:01,09:19,18.6,E33,Laura Torres,1500,Regular,Insatisfecho,Poco,"Sí, lo sabía",Sí,Muy buena,Poco cercano,En parte,Probablemente sí,Es un operador del gobierno federal,Educación,27,Hombre,Universidad,Sí
IGU-0933,2025-06-04,15:41,15:49,8.7,E33,Laura Torres,2830,Satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,No sabe / No contesta,Muy cercano,En parte,No,Es una persona de trabajo y territorio,Educación,74,Hombre,Secundaria,Sí
IGU-0934,2025-06-04,15:24,15:30,6.4,E33,Laura Torres,1500,Muy satisfecho,Regular,Poco,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,En parte,No,No lo conozco bien,Seguridad,75,Hombre,Primaria,No
IGU-0935,2025-06-04,09:03,09:17,14.3,E33,Laura Torres,1500,Satisfecho,Satisfecho,Algo,No sabe / No contesta,Sí,Buena,No sabe / No contesta,"Sí, totalmente",No sabe / No contesta,Es un operador del gobierno federal,Seguridad,23,Mujer,Universidad,Sí
IGU-0936,2025-06-04,09:24,09:35,11.5,E33,Laura Torres,1500,Insatisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,En parte,"Sí, con seguridad",No lo conozco bien,Seguridad,44,Mujer,Universidad,Sí
IGU-0937,2025-06-04,14:28,14:37,9.9,E33,Laura Torres,1500,Satisfecho,Muy satisfecho,Algo,"Sí, lo sabía",No,No aplica,Algo cercano,"Sí, totalmente",Probablemente sí,Es un operador del gobierno federal,Seguridad,28,Hombre,Universidad,No
IGU-0938,2025-06-04,12:30,12:45,15.1,E33,Laura Torres,1500,Satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,No sabe / No contesta,No,No lo conozco bien,Salud,21,Otro,Preparatoria,No
IGU-0939,2025-06-04,16:59,17:12,13.7,E33,Laura Torres,1513,Satisfecho,Satisfecho,Mucho,"Sí, lo sabía",Sí,Buena,Algo cercano,No sabe / No contesta,No sabe / No contesta,Es una persona de trabajo y territorio,Programas sociales,28,Hombre,Universidad,Sí
IGU-0940,2025-06-04,10:44,10:55,11.3,E36,Patricia Alvarado,1550,Regular,Regular,Mucho,"Sí, lo sabía",No,No aplica,Poco cercano,"Sí, totalmente","Sí, con seguridad",No lo conozco bien,Seguridad,50,Mujer,Secundaria,Sí
IGU-0941,2025-06-04,12:12,12:21,9.2,E36,Patricia Alvarado,1550,Muy satisfecho,Muy satisfecho,Mucho,No lo sabía y no me interesa,No,No aplica,Algo cercano,"Sí, totalmente","Sí, con seguridad",No tengo una opinión clara,Educación,38,Hombre,Universidad,Sí
IGU-0942,2025-06-04,11:25,11:40,15.6,E36,Patricia Alvarado,1492,Insatisfecho,Muy satisfecho,Mucho,"Sí, lo sabía",Sí,Muy buena,Algo cercano,"Sí, totalmente","Sí, con seguridad",Es un operador del gobierno federal,Educación,60,Mujer,Universidad,Sí
IGU-0943,2025-06-04,16:29,16:44,15.0,E36,Patricia Alvarado,1550,Satisfecho,Regular,Algo,"Sí, lo sabía",No,No aplica,Poco cercano,"Sí, totalmente",No sabe / No contesta,Es un operador del gobierno federal,Programas sociales,39,Mujer,Preparatoria,No
IGU-0944,2025-06-04,12:38,12:50,12.7,E36,Patricia Alvarado,1550,Regular,Muy satisfecho,Poco,"Sí, lo sabía",Sí,Muy buena,Algo cercano,En parte,No sabe / No contesta,Es un operador del gobierno federal,Empleo / economía,54,Mujer,Posgrado,Sí
IGU-0945,2025-06-04,15:08,15:26,18.5,E36,Patricia Alvarado,1550,Satisfecho,Satisfecho,Poco,"Sí, lo sabía",No,No aplica,Algo cercano,"Sí, totalmente",No sabe / No contesta,Es un operador del gobierno federal,Salud,51,Mujer,Primaria,No
IGU-0946,2025-06-04,13:36,13:45,9.8,E36,Patricia Alvarado,1550,Muy satisfecho,Satisfecho,Mucho,"Sí, lo sabía",Sí,Buena,Poco cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Empleo / economía,67,Hombre,Posgrado,No
IGU-0947,2025-06-04,10:16,10:24,8.4,E36,Patricia Alvarado,1550,Regular,Satisfecho,Poco,"Sí, lo sabía",Sí,No sabe / No contesta,Muy cercano,En parte,No sabe / No contesta,No lo conozco bien,Salud,53,Mujer,Universidad,Sí
IGU-0948,2025-06-04,11:27,11:37,10.9,E36,Patricia Alvarado,1550,Regular,Regular,Nada,"Sí, lo sabía",No,No aplica,No sabe / No contesta,No sabe / No contesta,No,No tengo una opinión clara,Programas sociales,32,Mujer,Preparatoria,No
IGU-0949,2025-06-04,13:19,13:31,12.9,E36,Patricia Alvarado,1550,Insatisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,No sabe / No contesta,En parte,Probablemente no,Es una persona de trabajo y territorio,Seguridad,40,Hombre,Preparatoria,Sí
IGU-0950,2025-06-04,14:55,15:08,13.7,E36,Patricia Alvarado,1550,Satisfecho,Muy satisfecho,Poco,"Sí, lo sabía",No,No aplica,Algo cercano,En parte,Probablemente sí,Es un operador del gobierno federal,Infraestructura,29,Hombre,Preparatoria,Sí
IGU-0951,2025-06-04,09:32,09:44,12.3,E36,Patricia Alvarado,1550,Regular,Satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,En parte,No sabe / No contesta,Es un operador del gobierno federal,Empleo / economía,49,Mujer,Secundaria,No
IGU-0952,2025-06-04,13:12,13:26,14.1,E36,Patricia Alvarado,1550,Insatisfecho,Muy satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,En parte,"Sí, con seguridad",No lo conozco bien,Seguridad,21,Mujer,Universidad,No
IGU-0953,2025-06-04,14:51,15:00,9.2,E12,Jorge Castillo,1490,Satisfecho,Muy satisfecho,Algo,"Sí, lo sabía",No,No aplica,No sabe / No contesta,"Sí, totalmente",No,No lo conozco bien,Seguridad,29,Mujer,Secundaria,Sí
IGU-0954,2025-06-04,14:13,14:30,17.3,E12,Jorge Castillo,1525,Muy satisfecho,Satisfecho,Algo,"Sí, lo sabía",No,No aplica,Algo cercano,En parte,Probablemente sí,Es un operador del gobierno federal,Educación,73,Mujer,Preparatoria,No
IGU-0955,2025-06-04,12:27,12:39,12.8,E12,Jorge Castillo,1490,Muy satisfecho,Muy satisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Buena,Algo cercano,No sabe / No contesta,Probablemente sí,No tengo una opinión clara,Empleo / economía,28,Mujer,Secundaria,No
IGU-0956,2025-06-04,11:55,12:11,16.4,E12,Jorge Castillo,1490,Satisfecho,Regular,Mucho,"Sí, lo sabía",No,No aplica,No sabe / No contesta,En parte,Probablemente no,Es un operador del gobierno federal,Empleo / economía,59,Hombre,Secundaria,Sí
IGU-0957,2025-06-04,14:12,14:26,14.0,E12,Jorge Castillo,1490,Muy satisfecho,Satisfecho,Algo,No lo sabía y no me interesa,Sí,Buena,Muy cercano,En parte,"Sí, con seguridad",No lo conozco bien,Empleo / economía,54,Hombre,Universidad,No
IGU-0958,2025-06-04,10:41,10:55,14.4,E12,Jorge Castillo,1490,Satisfecho,Regular,Algo,"Sí, lo sabía",Sí,Muy buena,No sabe / No contesta,"Sí, totalmente",Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,38,Mujer,Secundaria,Sí
IGU-0959,2025-06-04,15:58,16:12,14.7,E12,Jorge Castillo,1560,Satisfecho,Regular,Nada,"Sí, lo sabía",No,No aplica,Poco cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Programas sociales,72,Hombre,Universidad,No
IGU-0960,2025-06-04,09:44,09:58,14.3,E12,Jorge Castillo,1490,Muy satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,No sabe / No contesta,"Sí, totalmente",Probablemente no,Es un operador del gobierno federal,Seguridad,64,Mujer,Universidad,Sí
IGU-0961,2025-06-04,13:23,13:37,14.9,E12,Jorge Castillo,1490,Satisfecho,Regular,Mucho,"Sí, lo sabía",Sí,Muy buena,Algo cercano,No sabe / No contesta,No,Es un operador del gobierno federal,Seguridad,38,Mujer,Preparatoria,Sí
IGU-0962,2025-06-04,11:23,11:40,17.0,E12,Jorge Castillo,1490,Muy satisfecho,Muy satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,No,Probablemente no,Es un operador del gobierno federal,Empleo / economía,55,Hombre,Secundaria,No
IGU-0963,2025-06-04,11:27,11:40,13.6,E12,Jorge Castillo,1490,Muy satisfecho,Muy satisfecho,Nada,No sabe / No contesta,No,No aplica,No sabe / No contesta,No sabe / No contesta,Probablemente sí,Es una persona de trabajo y territorio,Seguridad,72,Hombre,Primaria,Sí
